name,gender
Áuksas,male
Aũksis,male
Aũksius,male
Auksỹs,male
Auksuõlis,male
Aukštójas,male
Áuktumas,male
Aũmantas,male
Aũmas,male
Áuras,male
Aurèlijus,male
Aurèlius,male
Aurė̃jus,male
Aurìmantas,male
Aũrimas,male
Aũris,male
Aũrius,male
Aurỹs,male
Áuseklis,male
Áustas,male
Austė́jas,male
Austė́jus,male
Áustis,male
Aũšmantas,male
Aũšras,male
Aušrìdas,male
Aũšrimas,male
Aušrìnis,male
Aũšris,male
Aũšrius,male
Aušrỹs,male
Aũštaras,male
Aũšvidas,male
Aũšvilas,male
Aũšvydas,male
Aũvydas,male
Avèlijus,male
Avèrkijus,male
Avrãmijus,male
Azãrijus,male
Ãzijus,male
Ą́žuolas,male
Ąžuõlis,male
Adalfas,male
Adelbertas,male
Adelpas,male
Adesijus,male
Adilijus,male
Admundas,male
Adolpas,male
Aduardas,male
Adulfas,male
Aduolius,male
Advardas,male
Agidijus,male
Agydijus,male
Akanijus,male
Akimfijus,male
Aksaveras,male
Aksencijus,male
Aksenijus,male
Aksentijus,male
Aksientijus,male
Albynas,male
Alegijus,male
Alėgijus,male
Alėksandras,male
Aleksendras,male
Alėksis,male
Alfrėdas,male
Alfridas,male
Algemantas,male
Algymantas,male
Alidijus,male
Aligijus,male
Alimpijus,male
Alioyzas,male
Alpas,male
Alponas,male
Alponsas,male
Alpridas,male
Aluizas,male
Aluyzas,male
Ambražiejus,male
Ambroziejus,male
Ancetas,male
Andzelmas,male
Angelbertas,male
Anielius,male
Anufras,male
Anufrijus,male
Anūpras,male
Anželmas,male
Apalinaras,male
Apolionas,male
Apolionijus,male
Arestas,male
Arymantas,male
Aristydas,male
Arloldas,male
Arsanofijus,male
Arsėnijus,male
Arsentijus,male
Artėmijus,male
Artiomijus,male
Arunas,male
Astafijus,male
Augenijus,male
Augėnijus,male
Augenius,male
Augienijus,male
Augienius,male
Aurėlijus,male
Austratijus,male
Auzebijus,male
Avdronis,male
Avgenijus,male
Avidijus,male
Avsentijus,male
Adam,male
Adan,male
Adolf,male
Adolfs,male
Adom,male
Adrian,male
Adriano,male
Adrians,male
Aeugenijus,male
Afanasij,male
Aidan,male
Aiman,male
Aimant,male
Ainar,male
Aivar,male
Aivars,male
Alan,male
Albert,male
Alberto,male
Albin,male
Alejandro,male
Aleks,male
Aleksandr,male
Aleksej,male
Alen,male
Alens,male
Alex,male
Alexandras,male
Alfons,male
Alfred,male
Algimant,male
Algimants,male
Algird,male
Allan,male
Almant,male
Aloyz,male
Alvaro,male
Alvids,male
Alvin,male
Amand,male
Amin,male
Amir,male
Anatolij,male
Anatolijs,male
Andrejas,male
Andriej,male
Anicet,male
Anthony,male
Anton,male
Antonij,male
Antonio,male
Antons,male
Anzelm,male
Apolinarij,male
Apollon,male
Aran,male
Arian,male
Ariel,male
Arkadij,male
Arman,male
Armand,male
Armando,male
Armant,male
Armin,male
Armins,male
Arn,male
Arnold,male
Aron,male
Arsen,male
Arsenij,male
Arsenijs,male
Artemij,male
Arthur,male
Artūr,male
Arūn,male
Arun,male
Arvid,male
Arvyd,male
Arvids,male
Arvin,male
Athan,male
Audrunas,male
August,male
Augustin,male
Aurelij,male
Aurelio,male
Ažuolas,male
Azuolas,male
Ãbė,female
Abigáilė,female
Ãbija,female
Abrìlė,female
Achilà,female
Achmedà,female
Adà,female
Adalbèrta,female
Adãlija,female
Adelà,female
Adeláida,female
Adèlė,female
Adèlija,female
Adelinà,female
Ãdė,female
Adìlija,female
Ãdolė,female
Ãdolfa,female
Adolfinà,female
Adonà,female
Adònė,female
Ãdrė,female
Adrianà,female
Ãdrija,female
Afanãsija,female
Ãfija,female
Afrodità,female
Afrodìtė,female
Agà,female
Agãfija,female
Agãlija,female
Agãpė,female
Agãpija,female
Agapità,female
Agatà,female
Agãtė,female
Agdãlija,female
Agedà,female
Ãgė,female
Ãgija,female
Agìlė,female
Aglajà,female
Agluonà,female
Agnà,female
Agnetà,female
Agnètė,female
Ãgnė,female
Agnietà,female
Agniẽtė,female
Ãgnija,female
Agotà,female
Agõtė,female
Agrà,female
Agripinà,female
Aguonà,female
Áida,female
Aidanà,female
Aĩdė,female
Áidija,female
Aidìlė,female
Aidorà,female
Aigà,female
Aigìlė,female
Aĩginta,female
Aigùstė,female
Ãija,female
Aimà,female
Aimanà,female
Aimantà,female
Aĩmantė,female
Aĩmeda,female
Aĩmė,female
Ainà,female
Ainarà,female
Aĩnė,female
Aĩnora,female
Airà,female
Aĩrė,female
Aĩrija,female
Airimà,female
Aisetà,female
Aistà,female
Áistė,female
Aistė́ja,female
Aistidà,female
Áistija,female
Aistrà,female
Aĩstrė,female
Aistrė́ja,female
Aità,female
Aitarà,female
Aitrà,female
Aivà,female
Aivaldà,female
Áivara,female
Aĩvė,female
Aĩvidė,female
Aivìlė,female
Aĩvina,female
Ãkmė,female
Akmė́ja,female
Akmìlė,female
Ãksija,female
Akvilà,female
Akvìlė,female
Akvìlija,female
Akvilinà,female
Alà,female
Alanà,female
Alãnija,female
Alantà,female
Ãlantė,female
Álba,female
Álberta,female
Albertinà,female
Albinà,female
Albìnė,female
Álda,female
Al̃dė,female
Áldija,female
Aldonà,female
Aldõnė,female
Aldõnija,female
Aleksà,female
Aleksándra,female
Aleksándrija,female
Ãleksė,female
Alèksija,female
Alenà,female
Alèsija,female
Aletà,female
Ãlė,female
Álfa,female
Álfija,female
Álfonsa,female
Álfonsė,female
Álfreda,female
Algà,female
Algandà,female
Algaudà,female
Al̃gaudė,female
Al̃geda,female
Algẽnė,female
Al̃gė,female
Algidà,female
Algìdė,female
Algìdija,female
Algimà,female
Algìmanta,female
Algìmantė,female
Algiminà,female
Al̃gina,female
Algìnija,female
Al̃ginta,female
Al̃gintė,female
Al̃gira,female
Algirdà,female
Al̃girdė,female
Algità,female
Algydà,female
Al̃gydė,female
Algýtė,female
Al̃gmina,female
Algundà,female
Algùtė,female
Algvidà,female
Al̃gvina,female
Alìcija,female
Alijà,female
Alìmana,female
Alinà,female
Aliòdija,female
Alisà,female
Alìsija,female
Aliùzija,female
Alìvija,female
Álma,female
Almanà,female
Al̃manė,female
Almantà,female
Al̃mantė,female
Al̃meda,female
Al̃mė,female
Almìlė,female
Al̃mina,female
Al̃minė,female
Al̃minta,female
Al̃mintė,female
Almyrà,female
Almonà,female
Al̃monė,female
Al̃muonė,female
Alnà,female
Al̃nora,female
Alòdija,female
Aloyzà,female
Alòndra,female
Alsà,female
Altajà,female
Altė́ja,female
Aluonà,female
Álva,female
Al̃vė,female
Alvidà,female
Alvìdija,female
Alvìlė,female
Alvinà,female
Alvìnė,female
Alvità,female
Alvìtė,female
Alvydà,female
Al̃vydė,female
Alvyrà,female
Alvỹrė,female
Amà,female
Amadė́ja,female
Amajà,female
Amãlė,female
Amãlija,female
Amánda,female
Amarìlė,female
Ambròzija,female
Amèlė,female
Amèlija,female
Ãmija,female
Amìlė,female
Amìlija,female
Aminà,female
Amìnta,female
Amirà,female
Amità,female
Ámna,female
Anà,female
Anabelà,female
Anabèlė,female
Anãlija,female
Anastãsija,female
Anastãzė,female
Anastãzija,female
Anatòlija,female
Añcė,female
Anchelà,female
Ánda,female
Ándė,female
Andója,female
Ándra,female
Añdrė,female
Andrė́ja,female
Andriejà,female
Añdrija,female
Andromedà,female
Andrònija,female
Andžèrija,female
Anelà,female
Anèlė,female
Anetà,female
Anètė,female
Ãnė,female
Ánfija,female
Angelà,female
Angèlė,female
Anicetà,female
Anìcija,female
Ãnija,female
Ãnika,female
Anìkė,female
Anìsija,female
Anità,female
Ánta,female
Antãlija,female
Antanà,female
Antãnė,female
Antaninà,female
Añtarė,female
Antė́ja,female
Antìlija,female
Antònija,female
Anzelmà,female
Ãpfija,female
Apòlė,female
Apolinarà,female
Apolinãrija,female
Apolònė,female
Apolònija,female
Aprèlija,female
Arà,female
Aretà,female
Arètė,female
Arė́ja,female
Ar̃gina,female
Argìnija,female
Ar̃ginta,female
Ar̃gintė,female
Ar̃gira,female
Ariadnà,female
Ariãdnė,female
Arianà,female
Ariãnė,female
Arielà,female
Arièlė,female
Ãrija,female
Arìmana,female
Arìmanta,female
Arìmantė,female
Arìmeda,female
Arinà,female
Aristà,female
Aristė́ja,female
Aristidà,female
Arkãdija,female
Armà,female
Ármanda,female
Armandità,female
Armantà,female
Ar̃mantė,female
Ar̃meda,female
Armenà,female
Armènija,female
Armidà,female
Armìlė,female
Ar̃mina,female
Ar̃minė,female
Armìnija,female
Ar̃minta,female
Ar̃mintė,female
Árna,female
Arnetà,female
Arnètė,female
Ar̃nė,female
Árnolda,female
Aronà,female
Arònė,female
Arsenà,female
Arsènija,female
Árta,female
Ar̃tautė,female
Artemidà,female
Artemìdė,female
Artemìzija,female
Ar̃tė,female
Artū́ra,female
Artū́rė,female
Arū́na,female
Arū́nė,female
Arvaidà,female
Ar̃vaidė,female
Arvidà,female
Ar̃vidė,female
Arvìlė,female
Ar̃vina,female
Arvydà,female
Ar̃vydė,female
Ãsija,female
Askìtrija,female
Aspãzija,female
Astà,female
Asterà,female
Astèrija,female
Ãstė,female
Ãstija,female
Astòrija,female
Astrà,female
Ãstrė,female
Astrė́ja,female
Astridà,female
Ãšara,female
Atà,female
Atãlija,female
Atanãzija,female
Atė́na,female
Atė́nė,female
Ãtija,female
Atìlija,female
Atòlija,female
Audà,female
Aũdangė,female
Audingà,female
Aũdmantė,female
Áudra,female
Aũdrė,female
Audrė́ja,female
Áudrija,female
Audrìmantė,female
Audrinà,female
Audronà,female
Audrõnė,female
Audrõnija,female
Audruõlė,female
Audrū́nė,female
Augà,female
Augẽnė,female
Aũgė,female
Aũgina,female
Augìnija,female
Aũgintė,female
Aũgmantė,female
Augmìlė,female
Aũgmina,female
Augtarà,female
Aũgtarė,female
Augundà,female
Augustà,female
Augùstė,female
Augustinà,female
Augvìlė,female
Auksà,female
Áuksė,female
Auksė́ja,female
Auksinà,female
Auksuõlė,female
Auksùtė,female
Áura,female
Aurelà,female
Aurèlė,female
Aurèlija,female
Aũrė,female
Aurė́ja,female
Aurimà,female
Aurìmantė,female
Aũrimė,female
Aurìnija,female
Aurintà,female
Aurità,female
Aurorà,female
Aurùtė,female
Áusma,female
Ausmė́ja,female
Áusta,female
Aũstė,female
Austė́ja,female
Áustra,female
Austrė́ja,female
Áustrija,female
Aušrà,female
Aušrẽlė,female
Aũšrė,female
Aušrinà,female
Aušrìnė,female
Aušrýtė,female
Aušrõnė,female
Aušrùtė,female
Aušrū́nė,female
Auštarà,female
Aušvìlė,female
Aušvydà,female
Aũšvydė,female
Auzònija,female
Avà,female
Avèlija,female
Ãvija,female
Avità,female
Avstrãlija,female
Azãlija,female
Azãrija,female
Ą́žuolė,female
Adėlaida,female
Adelberta,female
Adėlė,female
Adeleida,female
Adėlyja,female
Adėlija,female
Adėlina,female
Adeta,female
Adita,female
Admunda,female
Adolaida,female
Adolfyna,female
Adolpina,female
Adulpina,female
Aduolfina,female
Afdokija,female
Afelija,female
Afemija,female
Afimija,female
Afonasija,female
Afrasija,female
Afrasinija,female
Afrosija,female
Afrosinija,female
Agenija,female
Agida,female
Agidija,female
Aglikerija,female
Agnėta,female
Agnėtė,female
Agofija,female
Agrepina,female
Agrikerija,female
Akadija,female
Aksavera,female
Aksaverija,female
Aksenija,female
Aksėnija,female
Aksinija,female
Aksuolė,female
Akvelina,female
Akvylė,female
Albėrtina,female
Albyna,female
Alduonė,female
Alecija,female
Alegija,female
Alėksandra,female
Alėksė,female
Alėna,female
Alfrėda,female
Alfrida,female
Algymanta,female
Aligija,female
Alygijus,female
Alimpiada,female
Alimpija,female
Alimpijada,female
Almyna,female
Alponė,female
Alpunė,female
Aluiza,female
Alžbieta,female
Alzbieta,female
Alzė,female
Ambrezija,female
Amėlija,female
Amerencija,female
Anatazija,female
Andromėda,female
Anėlė,female
Angėlė,female
Anicėta,female
Anielė,female
Anizija,female
Anstazija,female
Apalenija,female
Apalionija,female
Apalonė,female
Apalonija,female
Apiolionija,female
Apistinija,female
Apolėnija,female
Apolenija,female
Apolionė,female
Apolionija,female
Apraksija,female
Apulionija,female
Ariėlė,female
Arsėnija,female
Astėrija,female
Aufemija,female
Aufenija,female
Augėnė,female
Augenija,female
Augėnija,female
Aulalija,female
Aulelija,female
Aurėlija,female
Austieja,female
Austyna,female
Avangelija,female
Avdakija,female
Avdokija,female
Avdronė,female
Avelina,female
Avgenija,female
Avlialija,female
Abia,female
Abigail,female
Abigaile,female
Adele,female
Adelia,female
Adelle,female
Adilia,female
Adria,female
Adrianna,female
Afia,female
Agatha,female
Agile,female
Agne,female
Agnia,female
Aine,female
Aire,female
Aiste,female
Aksenia,female
Akvile,female
Akvilia,female
Aldiona,female
Ale,female
Aleksandria,female
Aleksia,female
Alexandra,female
Alicia,female
Aliya,female
Alisia,female
Alissa,female
Alivia,female
Amadea,female
Amale,female
Amalia,female
Amelia,female
Amelya,female
Amia,female
Anabel,female
Anabella,female
Anastasia,female
Anastasiya,female
Anaztazija,female
Andrea,female
Andreia,female
Andreja,female
Anele,female
Anete,female
Angele,female
Anisia,female
Ann,female
Anna,female
Annabella,female
Annabelle,female
Annika,female
Apollinaria,female
Apollinarija,female
Apolonia,female
Aretha,female
Aria,female
Arianna,female
Ariele,female
Ariella,female
Arielle,female
Ariya,female
Aristėia,female
Armante,female
Armine,female
Arvile,female
Astrid,female
Atene,female
Athena,female
Atia,female
Atiya,female
Audre,female
Audrone,female
Audrune,female
Auguste,female
Aukse,female
Aureja,female
Aurelia,female
Aushra,female
Aushrine,female
Ausra,female
Ausrine,female
Auste,female
Austeja,female
Avfemija,female
Azalia,female
Balañdis,male
Bãlis,male
Bãlius,male
Balỹs,male
Baltãzaras,male
Baltỹs,male
Baltramiẽjus,male
Bal̃tras,male
Bal̃trus,male
Bañgis,male
Banguõlis,male
Bãrintas,male
Bãris,male
Barnãbas,male
Bártas,male
Bar̃tautas,male
Bartẽnis,male
Bartolomė̃jus,male
Bar̃tvydas,male
Bar̃vydas,male
Bazilìdas,male
Bazìlijus,male
Beãtas,male
Beĩminas,male
Beĩnoras,male
Benãdas,male
Bènas,male
Benedìktas,male
Bènetas,male
Benìgnas,male
Bènis,male
Benìtas,male
Bènius,male
Benjamìnas,male
Benònas,male
Benònis,male
Beñtis,male
Benvenùtas,male
Ber̃čius,male
Ber̃kantas,male
Ber̃kas,male
Bernárdas,male
Bernardìnas,male
Bèrtas,male
Ber̃tautas,male
Ber̃tis,male
Bèrtoldas,male
Béržas,male
Bijū̃nas,male
Bìrmantas,male
Býtautas,male
Bjòrnas,male
Blažiẽjus,male
Blažỹs,male
Bogumìlas,male
Bolèsas,male
Bolèsis,male
Bolèsius,male
Bolèslavas,male
Bolèslovas,male
Bõlis,male
Bòlius,male
Bolỹs,male
Bònas,male
Bonaventū̃ras,male
Bonifãcas,male
Bonifãcijus,male
Bonìtas,male
Bònius,male
Borìsas,male
Borìslavas,male
Brigìtas,male
Brònas,male
Brònis,male
Bronìslavas,male
Bronìslovas,male
Brònius,male
Bronỹs,male
Brùnas,male
Brunònas,male
Bùdginas,male
Bùdvydas,male
Bùtautas,male
Bùtvydas,male
Baleslavas,male
Baleslovas,male
Baltromiejus,male
Banadas,male
Banaventūras,male
Banifacas,male
Banifacijus,male
Banjaminas,male
Benadiktas,male
Bėnas,male
Bendiktas,male
Bėnėdiktas,male
Benejaminas,male
Benidiktas,male
Benjeminas,male
Bladas,male
Bolėslovas,male
Bolieslovas,male
Bonavantūras,male
Boneventūras,male
Branislavas,male
Branislovas,male
Broneslavas,male
Broneslovas,male
Brūnonas,male
Bruonius,male
Ben,male
Benedict,male
Benedikt,male
Benjamin,male
Bennas,male
Berkant,male
Bernard,male
Bernardo,male
Bert,male
Bertold,male
Bjorn,male
Boleslav,male
Boleslov,male
Bonifacij,male
Boris,male
Bronislav,male
Bronislov,male
Bruno,male
Balánda,female
Balbinà,female
Báltija,female
Bangà,female
Banguõlė,female
Bangùtė,female
Barà,female
Bárbara,female
Bar̃bė,female
Barborà,female
Bãrė,female
Bargáilė,female
Bárnarda,female
Bar̃tautė,female
Bártė,female
Bartvìlė,female
Bazìlė,female
Bazìlija,female
Beatà,female
Beatrìčė,female
Beatrisà,female
Beĩnora,female
Bekà,female
Belà,female
Belità,female
Benà,female
Benadà,female
Benediktà,female
Benedìktė,female
Bènė,female
Benignà,female
Benità,female
Benjaminà,female
Benonà,female
Beñtė,female
Bergáilė,female
Bernadà,female
Bernadetà,female
Bernãdė,female
Bernadinà,female
Bernárda,female
Bernardetà,female
Bernárdė,female
Bèrta,female
Ber̃tautė,female
Bertinà,female
Beržūnà,female
Betà,female
Bijū̃nė,female
Birùtė,female
Birutė̃lė,female
Bìtė,female
Býtautė,female
Blánda,female
Blándė,female
Blánka,female
Bogoslavà,female
Bogumilà,female
Boguslavà,female
Boleslavà,female
Bolèslova,female
Bonà,female
Bonaventūrà,female
Bonifacà,female
Bonifãcija,female
Bonità,female
Branguõlė,female
Brigità,female
Brònė,female
Bronislavà,female
Bronìslova,female
Brùknė,female
Brunà,female
Brunhìlda,female
Brunonà,female
Budvìlė,female
Butgáilė,female
Banifacija,female
Benadikta,female
Bėnė,female
Benefacija,female
Benidikta,female
Bernadėta,female
Bernadieta,female
Bernodeta,female
Berutė,female
Betričė,female
Bierutė,female
Binigna,female
Birūtė,female
Bitautė,female
Bolieslava,female
Boneventūra,female
Branislava,female
Branislova,female
Brigyta,female
Broneslava,female
Beatriče,female
Beatričia,female
Bella,female
Benedikte,female
Berute,female
Birute,female
Brigitta,female
Brone,female
Charitònas,male
Charlámpijus,male
Chèsus,male
Chuãnas,male
Celestìnas,male
Celìnas,male
Cezãras,male
Cezãrijus,male
Cèzaris,male
Cèzijus,male
Cerencijus,male
Cigitas,male
Cirencijus,male
Caius,male
Cezar,male
Cezarij,male
Conrad,male
Constantin,male
Chalìfija,female
Chènija,female
Cheònija,female
Chimenà,female
Chiònija,female
Chrìsija,female
Cecìlė,female
Cecìlija,female
Celerinà,female
Celèstė,female
Celestinà,female
Celinà,female
Cezarà,female
Cezãrija,female
Cèzė,female
Cìlė,female
Cìlija,female
Cìvija,female
Cecelija,female
Cecylija,female
Cezorija,female
Chabronija,female
Chauronija,female
Cheomija,female
Chevronija,female
Chijonija,female
Chinija,female
Cicilija,female
Cycilija,female
Cizarija,female
Cyzarija,female
Camila,female
Camilla,female
Carina,female
Carla,female
Carolina,female
Cassandra,female
Catalina,female
Cecilia,female
Charlotta,female
Charlotte,female
Charlottė,female
Chlaudija,female
Chonija,female
Clara,female
Cristina,female
Čèsis,male
Čèsius,male
Česỹs,male
Čèslovas,male
Čiõgintas,male
Čiõvydas,male
Češlovas,male
Čėslovas,male
Česlov,male
Čèlsija,female
Čèsė,female
Česlavà,female
Čèslova,female
Čėslava,female
Čese,female
Dãcijus,male
Dãgnis,male
Dãgnius,male
Daĩlis,male
Daĩmantas,male
Daĩmas,male
Daĩnaras,male
Daĩnas,male
Daĩnis,male
Daĩnius,male
Dainỹs,male
Dainóras,male
Daĩnotas,male
Dainùtis,male
Dãlijus,male
Dalìmantas,male
Dãlis,male
Dãlius,male
Dalỹs,male
Dãmas,male
Damãzas,male
Damiãnas,male
Damijõnas,male
Dãnas,male
Dángiras,male
Dángirdas,male
Dangìrijus,male
Dangìris,male
Dángirius,male
Dañgis,male
Dañgius,male
Danguõlis,male
Daniẽlas,male
Daniẽlis,male
Daniẽlius,male
Dãnijus,male
Dãnis,male
Dãnius,male
Danỹs,male
Dãras,male
Dárgaudas,male
Dárginas,male
Dárgiras,male
Dárgirdas,male
Dárgiris,male
Dárgis,male
Dárgvilas,male
Dãrijus,male
Dãris,male
Dãrius,male
Dármantas,male
Dárminas,male
Dármintas,male
Dártautas,male
Darùtis,male
Dárvilas,male
Dárvinas,male
Dárvydas,male
Dãsijus,male
Daũbaras,male
Daũgailis,male
Daũgantas,male
Daũgardas,male
Daũgas,male
Daũgilas,male
Daũgintas,male
Daũgiras,male
Daũgirdas,male
Daũgis,male
Daũgmantas,male
Daũgotas,male
Daũgvidas,male
Daũgvilas,male
Daũgvinas,male
Daũgvydas,male
Daugỹs,male
Daũjotas,male
Daũkantas,male
Daũkvydas,male
Daũmantas,male
Daũmilas,male
Daũmintas,male
Daũras,male
Daũrimas,male
Daũris,male
Daũrius,male
Daũtaras,male
Daũtartas,male
Daũvydas,male
Davìdas,male
Dãvis,male
Debòras,male
Deĩmantas,male
Deĩmantis,male
Deĩmas,male
Deĩmilas,male
Deimìlis,male
Deimìlius,male
Deĩminas,male
Deĩmintas,male
Deĩmis,male
Deĩnaras,male
Deĩnas,male
Deĩnius,male
Deinóras,male
Deĩvaldas,male
Deĩvas,male
Deĩvidas,male
Deĩvilas,male
Deĩvinas,male
Deĩvis,male
Deĩvius,male
Deĩvydas,male
Dèksteris,male
Delfìnas,male
Dèlijus,male
Dèmas,male
Demeñtijus,male
Demètrijus,male
Demètris,male
Demètrius,male
Dèmis,male
Dènas,male
Dènis,male
Denìsijus,male
Dènius,male
Denỹs,male
Deodãtas,male
Diãnas,male
Dìdimas,male
Dìdmantas,male
Diègas,male
Diẽmedis,male
Dìgnas,male
Dijãnas,male
Dìjus,male
Dìlanas,male
Dìlius,male
Dìmas,male
Dimìtrijus,male
Dimìtris,male
Dimìtrius,male
Dìnas,male
Dìnis,male
Diodòras,male
Diomèdas,male
Diònas,male
